"record_id"	"nord_link"	"incidence_link"	"gene_location"	"gene_name"	"sequence_viewer_link"	"ncbi_gene_link"	"gene_symbol"	"pattern_of_inheritance"
"1961-OMIM:616313"	"https://rarediseases.info.nih.gov/diseases/9895/index"		"17p13.1"	"cholinergic receptor nicotinic beta 1 subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000747"	"https://www.ncbi.nlm.nih.gov/gene/1140"	"CHRNB1"	"Autosomal dominant"
"1965-OMIM:616321"			"2q37.1"	"cholinergic receptor nicotinic delta subunit"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000751"	"https://www.ncbi.nlm.nih.gov/gene/1144"	"CHRND"	"Autosomal dominant"
"2025-OMIM:166600"	"https://rarediseases.info.nih.gov/diseases/383/index"	"https://medlineplus.gov/genetics/condition/osteopetrosis/#frequency"	"16p13.3"	"chloride voltage-gated channel 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001287"	"https://www.ncbi.nlm.nih.gov/gene/1186"	"CLCN7"	"Autosomal dominant"
"2025-OMIM:618541"			"16p13.3"	"chloride voltage-gated channel 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001287"	"https://www.ncbi.nlm.nih.gov/gene/1186"	"CLCN7"	"Autosomal dominant"
"21734-OMIM:262700"	"https://rarediseases.info.nih.gov/diseases/10604/index"	"https://medlineplus.gov/genetics/condition/combined-pituitary-hormone-deficiency/#frequency"	"1q25.2"	"LIM homeobox 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_033343"	"https://www.ncbi.nlm.nih.gov/gene/89884"	"LHX4"	"Autosomal dominant"
"2321-OMIM:121300"	"https://rarediseases.info.nih.gov/diseases/6619/index"	"https://medlineplus.gov/genetics/condition/porphyria/#frequency"	"3q11.2"	"coproporphyrinogen oxidase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000097"	"https://www.ncbi.nlm.nih.gov/gene/1371"	"CPOX"	"Autosomal dominant"
"2439-OMIM:162830"			"1p34.3"	"colony stimulating factor 3 receptor"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_156039"	"https://www.ncbi.nlm.nih.gov/gene/1441"	"CSF3R"	"Autosomal dominant"
"30500-OMIM:602066"	"https://rarediseases.info.nih.gov/diseases/8553/index"		"16p11.2"	"proline rich transmembrane protein 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_145239"	"https://www.ncbi.nlm.nih.gov/gene/112476"	"PRRT2"	"Autosomal dominant"
"30500-OMIM:602481"	"https://rarediseases.info.nih.gov/diseases/10768/index"	"https://medlineplus.gov/genetics/condition/familial-hemiplegic-migraine/#frequency"	"16p11.2"	"proline rich transmembrane protein 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_145239"	"https://www.ncbi.nlm.nih.gov/gene/112476"	"PRRT2"	"Autosomal dominant"
"30500-OMIM:602481"	"https://rarediseases.info.nih.gov/diseases/10768/index"	"https://medlineplus.gov/genetics/condition/sporadic-hemiplegic-migraine/#frequency"	"16p11.2"	"proline rich transmembrane protein 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_145239"	"https://www.ncbi.nlm.nih.gov/gene/112476"	"PRRT2"	"Autosomal dominant"
"30500-OMIM:605751"			"16p11.2"	"proline rich transmembrane protein 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_145239"	"https://www.ncbi.nlm.nih.gov/gene/112476"	"PRRT2"	"Autosomal dominant"
"3052-OMIM:607450"		"https://medlineplus.gov/genetics/condition/arrhythmogenic-right-ventricular-cardiomyopathy/#frequency"	"6p24.3"	"desmoplakin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004415"	"https://www.ncbi.nlm.nih.gov/gene/1832"	"DSP"	"Autosomal dominant"
"3052-OMIM:612908"			"6p24.3"	"desmoplakin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004415"	"https://www.ncbi.nlm.nih.gov/gene/1832"	"DSP"	"Autosomal dominant"
"3052-OMIM:615821"		"https://medlineplus.gov/genetics/condition/keratoderma-with-woolly-hair/#frequency"	"6p24.3"	"desmoplakin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004415"	"https://www.ncbi.nlm.nih.gov/gene/1832"	"DSP"	"Autosomal dominant"
"3309-OMIM:162800"	"https://rarediseases.info.nih.gov/diseases/6229/index"	"https://medlineplus.gov/genetics/condition/cyclic-neutropenia/#frequency"	"19p13.3"	"elastase, neutrophil expressed"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001972"	"https://www.ncbi.nlm.nih.gov/gene/1991"	"ELANE"	"Autosomal dominant"
"3309-OMIM:202700"	"https://rarediseases.info.nih.gov/diseases/9558/index"	"https://medlineplus.gov/genetics/condition/severe-congenital-neutropenia/#frequency"	"19p13.3"	"elastase, neutrophil expressed"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001972"	"https://www.ncbi.nlm.nih.gov/gene/1991"	"ELANE"	"Autosomal dominant"
"3535-OMIM:188050"	"https://rarediseases.info.nih.gov/diseases/10815/index"	"https://medlineplus.gov/genetics/condition/prothrombin-thrombophilia/#frequency"	"11p11.2"	"coagulation factor II, thrombin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000506"	"https://www.ncbi.nlm.nih.gov/gene/2147"	"F2"	"Autosomal dominant"
"4170-ORPHA:124"			"Xp11.23"	"GATA binding protein 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002049"	"https://www.ncbi.nlm.nih.gov/gene/2623"	"GATA1"	"Autosomal dominant"
"4173-OMIM:607941"			"8p23.1"	"GATA binding protein 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002052"	"https://www.ncbi.nlm.nih.gov/gene/2626"	"GATA4"	"Autosomal dominant"
"4173-OMIM:614429"			"8p23.1"	"GATA binding protein 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002052"	"https://www.ncbi.nlm.nih.gov/gene/2626"	"GATA4"	"Autosomal dominant"
"4174-OMIM:614475"			"18q11.2"	"GATA binding protein 6"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005257"	"https://www.ncbi.nlm.nih.gov/gene/2627"	"GATA6"	"Autosomal dominant"
"4195-OMIM:125851"	"https://rarediseases.info.nih.gov/diseases/3697/index"	"https://medlineplus.gov/genetics/condition/maturity-onset-diabetes-of-the-young/#frequency"	"7p13"	"glucokinase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000162"	"https://www.ncbi.nlm.nih.gov/gene/2645"	"GCK"	"Autosomal dominant"
"4195-OMIM:602485"	"https://rarediseases.info.nih.gov/diseases/9930/index"	"https://medlineplus.gov/genetics/condition/congenital-hyperinsulinism/#frequency"	"7p13"	"glucokinase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000162"	"https://www.ncbi.nlm.nih.gov/gene/2645"	"GCK"	"Autosomal dominant"
"4335-OMIM:606762"	"https://rarediseases.info.nih.gov/diseases/9931/index"	"https://medlineplus.gov/genetics/condition/congenital-hyperinsulinism/#frequency"	"10q23.2"	"glutamate dehydrogenase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005271"	"https://www.ncbi.nlm.nih.gov/gene/2746"	"GLUD1"	"Autosomal dominant"
"4585-OMIM:245570"		"https://medlineplus.gov/genetics/condition/epilepsy-aphasia-spectrum/#frequency"	"16p13.2"	"glutamate ionotropic receptor NMDA type subunit 2A"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000833"	"https://www.ncbi.nlm.nih.gov/gene/2903"	"GRIN2A"	"Autosomal dominant"
"4832-OMIM:141749"			"11p15.4"	"hemoglobin subunit gamma 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000184"	"https://www.ncbi.nlm.nih.gov/gene/3048"	"HBG2"	"Autosomal dominant"
"4832-OMIM:613977"			"11p15.4"	"hemoglobin subunit gamma 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000184"	"https://www.ncbi.nlm.nih.gov/gene/3048"	"HBG2"	"Autosomal dominant"
"4883-OMIM:126700"			"1q31.3"	"complement factor H"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000186"	"https://www.ncbi.nlm.nih.gov/gene/3075"	"CFH"	"Autosomal dominant"
"5024-OMIM:125850"	"https://rarediseases.info.nih.gov/diseases/3697/index"	"https://medlineplus.gov/genetics/condition/maturity-onset-diabetes-of-the-young/#frequency"	"20q13.12"	"hepatocyte nuclear factor 4 alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000457"	"https://www.ncbi.nlm.nih.gov/gene/3172"	"HNF4A"	"Autosomal dominant"
"5024-OMIM:616026"			"20q13.12"	"hepatocyte nuclear factor 4 alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000457"	"https://www.ncbi.nlm.nih.gov/gene/3172"	"HNF4A"	"Autosomal dominant"
"5024-ORPHA:263455"			"20q13.12"	"hepatocyte nuclear factor 4 alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000457"	"https://www.ncbi.nlm.nih.gov/gene/3172"	"HNF4A"	"Autosomal dominant"
"5394-OMIM:612923"		"https://medlineplus.gov/genetics/condition/atypical-hemolytic-uremic-syndrome/#frequency"	"4q25"	"complement factor I"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000204"	"https://www.ncbi.nlm.nih.gov/gene/3426"	"CFI"	"Autosomal dominant"
"5394-OMIM:615439"		"https://medlineplus.gov/genetics/condition/age-related-macular-degeneration/#frequency"	"4q25"	"complement factor I"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000204"	"https://www.ncbi.nlm.nih.gov/gene/3426"	"CFI"	"Autosomal dominant"
"5962-ORPHA:536"	"https://rarediseases.info.nih.gov/diseases/10253/index"	"https://medlineplus.gov/genetics/condition/systemic-lupus-erythematosus/#frequency"	"1q32.1"	"interleukin 10"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000572"	"https://www.ncbi.nlm.nih.gov/gene/3586"	"IL10"	"Autosomal dominant"
"60-OMIM:608569"		"https://medlineplus.gov/genetics/condition/familial-dilated-cardiomyopathy/#frequency"	"12p12.1"	"ATP binding cassette subfamily C member 9"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005691"	"https://www.ncbi.nlm.nih.gov/gene/10060"	"ABCC9"	"Autosomal dominant"
"60-OMIM:614050"		"https://medlineplus.gov/genetics/condition/familial-atrial-fibrillation/#frequency"	"12p12.1"	"ATP binding cassette subfamily C member 9"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005691"	"https://www.ncbi.nlm.nih.gov/gene/10060"	"ABCC9"	"Autosomal dominant"
"6081-OMIM:613370"			"11p15.5"	"insulin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000207"	"https://www.ncbi.nlm.nih.gov/gene/3630"	"INS"	"Autosomal dominant"
"6257-OMIM:610582"		"https://medlineplus.gov/genetics/condition/gestational-diabetes/#frequency"	"11p15.1"	"potassium inwardly rectifying channel subfamily J member 11"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000525"	"https://www.ncbi.nlm.nih.gov/gene/3767"	"KCNJ11"	"Autosomal dominant"
"6257-OMIM:618856"			"11p15.1"	"potassium inwardly rectifying channel subfamily J member 11"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000525"	"https://www.ncbi.nlm.nih.gov/gene/3767"	"KCNJ11"	"Autosomal dominant"
"6294-OMIM:170390"		"https://medlineplus.gov/genetics/condition/andersen-tawil-syndrome/#frequency"	"11p15.5-p15.4"	"potassium voltage-gated channel subfamily Q member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000218"	"https://www.ncbi.nlm.nih.gov/gene/3784"	"KCNQ1"	"Autosomal dominant"
"6294-OMIM:607554"		"https://medlineplus.gov/genetics/condition/familial-atrial-fibrillation/#frequency"	"11p15.5-p15.4"	"potassium voltage-gated channel subfamily Q member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000218"	"https://www.ncbi.nlm.nih.gov/gene/3784"	"KCNQ1"	"Autosomal dominant"
"6294-OMIM:609621"		"https://medlineplus.gov/genetics/condition/short-qt-syndrome/#frequency"	"11p15.5-p15.4"	"potassium voltage-gated channel subfamily Q member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000218"	"https://www.ncbi.nlm.nih.gov/gene/3784"	"KCNQ1"	"Autosomal dominant"
"6296-OMIM:121200"	"https://rarediseases.info.nih.gov/diseases/13060/index"	"https://medlineplus.gov/genetics/condition/benign-familial-neonatal-seizures/#frequency"	"20q13.33"	"potassium voltage-gated channel subfamily Q member 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_172109"	"https://www.ncbi.nlm.nih.gov/gene/3785"	"KCNQ2"	"Autosomal dominant"
"6296-OMIM:613720"	"https://rarediseases.info.nih.gov/diseases/13060/index"		"20q13.33"	"potassium voltage-gated channel subfamily Q member 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_172109"	"https://www.ncbi.nlm.nih.gov/gene/3785"	"KCNQ2"	"Autosomal dominant"
"7577-OMIM:160500"	"https://rarediseases.info.nih.gov/diseases/10769/index"	"https://medlineplus.gov/genetics/condition/laing-distal-myopathy/#frequency"	"14q11.2"	"myosin heavy chain 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000257"	"https://www.ncbi.nlm.nih.gov/gene/4625"	"MYH7"	"Autosomal dominant"
"7577-OMIM:181430"	"https://rarediseases.info.nih.gov/diseases/10313/index"		"14q11.2"	"myosin heavy chain 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000257"	"https://www.ncbi.nlm.nih.gov/gene/4625"	"MYH7"	"Autosomal dominant"
"7577-OMIM:608358"	"https://rarediseases.info.nih.gov/diseases/7148/index"	"https://medlineplus.gov/genetics/condition/myosin-storage-myopathy/#frequency"	"14q11.2"	"myosin heavy chain 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000257"	"https://www.ncbi.nlm.nih.gov/gene/4625"	"MYH7"	"Autosomal dominant"
"7577-OMIM:613426"	"https://rarediseases.info.nih.gov/diseases/2905/index"	"https://medlineplus.gov/genetics/condition/familial-dilated-cardiomyopathy/#frequency"	"14q11.2"	"myosin heavy chain 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000257"	"https://www.ncbi.nlm.nih.gov/gene/4625"	"MYH7"	"Autosomal dominant"
"7577-OMIM:613426"	"https://rarediseases.info.nih.gov/diseases/2905/index"	"https://medlineplus.gov/genetics/condition/left-ventricular-noncompaction/#frequency"	"14q11.2"	"myosin heavy chain 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000257"	"https://www.ncbi.nlm.nih.gov/gene/4625"	"MYH7"	"Autosomal dominant"
"7652-ORPHA:1331"	"https://rarediseases.info.nih.gov/diseases/4520/index"	"https://medlineplus.gov/genetics/condition/prostate-cancer/#frequency"	"8q21.3"	"nibrin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001024688"	"https://www.ncbi.nlm.nih.gov/gene/4683"	"NBN"	"Autosomal dominant"
"7652-ORPHA:145"			"8q21.3"	"nibrin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001024688"	"https://www.ncbi.nlm.nih.gov/gene/4683"	"NBN"	"Autosomal dominant"
"7983-OMIM:612965"		"https://medlineplus.gov/genetics/condition/swyer-syndrome/#frequency"	"9q33.3"	"nuclear receptor subfamily 5 group A member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004959"	"https://www.ncbi.nlm.nih.gov/gene/2516"	"NR5A1"	"Autosomal dominant"
"7983-OMIM:617480"			"9q33.3"	"nuclear receptor subfamily 5 group A member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004959"	"https://www.ncbi.nlm.nih.gov/gene/2516"	"NR5A1"	"Autosomal dominant"
"9008-OMIM:173900"	"https://rarediseases.info.nih.gov/diseases/10413/index"	"https://medlineplus.gov/genetics/condition/polycystic-kidney-disease/#frequency"	"16p13.3"	"polycystin 1, transient receptor potential channel interacting"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000296"	"https://www.ncbi.nlm.nih.gov/gene/5310"	"PKD1"	"Autosomal dominant"
"9009-OMIM:613095"		"https://medlineplus.gov/genetics/condition/polycystic-kidney-disease/#frequency"	"4q22.1"	"polycystin 2, transient receptor potential cation channel"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000297"	"https://www.ncbi.nlm.nih.gov/gene/5311"	"PKD2"	"Autosomal dominant"
"10593-OMIM:608567"		"https://medlineplus.gov/genetics/condition/sick-sinus-syndrome/#frequency"	"3p22.2"	"sodium voltage-gated channel alpha subunit 5"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_198056"	"https://www.ncbi.nlm.nih.gov/gene/6331"	"SCN5A"	"Autosomal dominant, Autosomal recessive"
"11005-OMIM:606777"	"https://rarediseases.info.nih.gov/diseases/9265/index"	"https://medlineplus.gov/genetics/condition/glut1-deficiency-syndrome/#frequency"	"1p34.2"	"solute carrier family 2 member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006516"	"https://www.ncbi.nlm.nih.gov/gene/6513"	"SLC2A1"	"Autosomal dominant, Autosomal recessive"
"11920-OMIM:601859"	"https://rarediseases.info.nih.gov/diseases/8686/index"	"https://medlineplus.gov/genetics/condition/autoimmune-lymphoproliferative-syndrome/#frequency"	"10q23.31"	"Fas cell surface death receptor"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000043"	"https://www.ncbi.nlm.nih.gov/gene/355"	"FAS"	"Autosomal dominant, Autosomal recessive"
"12518-ORPHA:657"			"11q13.4"	"uncoupling protein 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_003355"	"https://www.ncbi.nlm.nih.gov/gene/7351"	"UCP2"	"Autosomal dominant, Autosomal recessive"
"1786-OMIM:614732"	"https://rarediseases.info.nih.gov/diseases/12312/index"	"https://medlineplus.gov/genetics/condition/intrauterine-growth-restriction-metaphyseal-dysplasia-adrenal-hypoplasia-congenita-and-genital-anomalies/#frequency"	"11p15.4"	"cyclin dependent kinase inhibitor 1C"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000076"	"https://www.ncbi.nlm.nih.gov/gene/1028"	"CDKN1C"	"Autosomal dominant, Autosomal recessive"
"2590-OMIM:613743"			"15q24.1"	"cytochrome P450 family 11 subfamily A member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000781"	"https://www.ncbi.nlm.nih.gov/gene/1583"	"CYP11A1"	"Autosomal dominant, Autosomal recessive"
"3052-OMIM:605676"	"https://rarediseases.info.nih.gov/diseases/5595/index"	"https://medlineplus.gov/genetics/condition/keratoderma-with-woolly-hair/#frequency"	"6p24.3"	"desmoplakin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004415"	"https://www.ncbi.nlm.nih.gov/gene/1832"	"DSP"	"Autosomal dominant, Autosomal recessive"
"3052-OMIM:607655"	"https://rarediseases.info.nih.gov/diseases/5231/index"		"6p24.3"	"desmoplakin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_004415"	"https://www.ncbi.nlm.nih.gov/gene/1832"	"DSP"	"Autosomal dominant, Autosomal recessive"
"3356-OMIM:208000"	"https://rarediseases.info.nih.gov/diseases/8380/index"	"https://medlineplus.gov/genetics/condition/generalized-arterial-calcification-of-infancy/#frequency"	"6q23.2"	"ectonucleotide pyrophosphatase/phosphodiesterase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006208"	"https://www.ncbi.nlm.nih.gov/gene/5167"	"ENPP1"	"Autosomal dominant, Autosomal recessive"
"4174-OMIM:600001"	"https://rarediseases.info.nih.gov/diseases/347/index"		"18q11.2"	"GATA binding protein 6"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005257"	"https://www.ncbi.nlm.nih.gov/gene/2627"	"GATA6"	"Autosomal dominant, Autosomal recessive"
"4195-OMIM:606176"	"https://rarediseases.info.nih.gov/diseases/10457/index"	"https://medlineplus.gov/genetics/condition/gestational-diabetes/#frequency"	"7p13"	"glucokinase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000162"	"https://www.ncbi.nlm.nih.gov/gene/2645"	"GCK"	"Autosomal dominant, Autosomal recessive"
"4195-OMIM:606176"	"https://rarediseases.info.nih.gov/diseases/10457/index"	"https://medlineplus.gov/genetics/condition/permanent-neonatal-diabetes-mellitus/#frequency"	"7p13"	"glucokinase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000162"	"https://www.ncbi.nlm.nih.gov/gene/2645"	"GCK"	"Autosomal dominant, Autosomal recessive"
"4326-OMIM:149400"	"https://rarediseases.info.nih.gov/diseases/3129/index"	"https://medlineplus.gov/genetics/condition/hereditary-hyperekplexia/#frequency"	"5q33.1"	"glycine receptor alpha 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000171"	"https://www.ncbi.nlm.nih.gov/gene/2741"	"GLRA1"	"Autosomal dominant, Autosomal recessive"
"438-OMIM:146300"		"https://medlineplus.gov/genetics/condition/hypophosphatasia/#frequency"	"1p36.12"	"alkaline phosphatase, biomineralization associated"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000478"	"https://www.ncbi.nlm.nih.gov/gene/249"	"ALPL"	"Autosomal dominant, Autosomal recessive"
"438-OMIM:241510"	"https://rarediseases.info.nih.gov/diseases/8735/index"	"https://medlineplus.gov/genetics/condition/hypophosphatasia/#frequency"	"1p36.12"	"alkaline phosphatase, biomineralization associated"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000478"	"https://www.ncbi.nlm.nih.gov/gene/249"	"ALPL"	"Autosomal dominant, Autosomal recessive"
"5022-ORPHA:657"			"20p11.21"	"forkhead box A2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_021784"	"https://www.ncbi.nlm.nih.gov/gene/3170"	"FOXA2"	"Autosomal dominant, Autosomal recessive"
"57-OMIM:614473"		"https://medlineplus.gov/genetics/condition/generalized-arterial-calcification-of-infancy/#frequency"	"16p13.11"	"ATP binding cassette subfamily C member 6"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001079528"	"https://www.ncbi.nlm.nih.gov/gene/368"	"ABCC6"	"Autosomal dominant, Autosomal recessive"
"60-ORPHA:966"			"12p12.1"	"ATP binding cassette subfamily C member 9"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005691"	"https://www.ncbi.nlm.nih.gov/gene/10060"	"ABCC9"	"Autosomal dominant, Autosomal recessive"
"6294-OMIM:192500"	"https://rarediseases.info.nih.gov/diseases/3284/index"	"https://medlineplus.gov/genetics/condition/romano-ward-syndrome/#frequency"	"11p15.5-p15.4"	"potassium voltage-gated channel subfamily Q member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000218"	"https://www.ncbi.nlm.nih.gov/gene/3784"	"KCNQ1"	"Autosomal dominant, Autosomal recessive"
"7608-OMIM:618198"			"15q23"	"myosin IXA"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006901"	"https://www.ncbi.nlm.nih.gov/gene/4649"	"MYO9A"	"Autosomal dominant, Autosomal recessive"
"4877-OMIM:182230"	"https://rarediseases.info.nih.gov/diseases/7627/index"	"https://medlineplus.gov/genetics/condition/septo-optic-dysplasia/#frequency"	"3p14.3"	"HESX homeobox 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001376058"	"https://www.ncbi.nlm.nih.gov/gene/8820"	"HESX1"	"Autosomal dominant, Autosomal recessive, Multigenic/multifactorial, Not applicable"
"2561-OMIM:193670"	"https://rarediseases.info.nih.gov/diseases/9297/index"		"2q22.1"	"C-X-C motif chemokine receptor 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001008540"	"https://www.ncbi.nlm.nih.gov/gene/7852"	"CXCR4"	"Autosomal dominant, Autosomal recessive, Not applicable"
"12731-OMIM:301000"	"https://rarediseases.info.nih.gov/diseases/7895/index"	"https://medlineplus.gov/genetics/condition/wiskott-aldrich-syndrome/#frequency"	"Xp11.23"	"WASP actin nucleation promoting factor"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000377"	"https://www.ncbi.nlm.nih.gov/gene/7454"	"WAS"	"Autosomal dominant, Autosomal recessive, Not applicable, X-linked recessive"
"5022-ORPHA:95494"			"20p11.21"	"forkhead box A2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_021784"	"https://www.ncbi.nlm.nih.gov/gene/3170"	"FOXA2"	"Autosomal dominant, Autosomal recessive, X-linked recessive"
"9210-OMIM:613038"	"https://rarediseases.info.nih.gov/diseases/10601/index"	"https://medlineplus.gov/genetics/condition/combined-pituitary-hormone-deficiency/#frequency"	"3p11.2"	"POU class 1 homeobox 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000306"	"https://www.ncbi.nlm.nih.gov/gene/5449"	"POU1F1"	"Autosomal dominant, Autosomal recessive, X-linked recessive"
"4173-OMIM:187500"	"https://rarediseases.info.nih.gov/diseases/2245/index"	"https://medlineplus.gov/genetics/condition/critical-congenital-heart-disease/#frequency"	"8p23.1"	"GATA binding protein 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002052"	"https://www.ncbi.nlm.nih.gov/gene/2626"	"GATA4"	"Autosomal dominant, Multigenic/multifactorial"
"4174-OMIM:187500"	"https://rarediseases.info.nih.gov/diseases/2245/index"	"https://medlineplus.gov/genetics/condition/critical-congenital-heart-disease/#frequency"	"18q11.2"	"GATA binding protein 6"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005257"	"https://www.ncbi.nlm.nih.gov/gene/2627"	"GATA6"	"Autosomal dominant, Multigenic/multifactorial"
"10593-OMIM:601144"	"https://rarediseases.info.nih.gov/diseases/1030/index"	"https://medlineplus.gov/genetics/condition/brugada-syndrome/#frequency"	"3p22.2"	"sodium voltage-gated channel alpha subunit 5"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_198056"	"https://www.ncbi.nlm.nih.gov/gene/6331"	"SCN5A"	"Autosomal dominant, Not applicable"
"10593-OMIM:603829"	"https://rarediseases.info.nih.gov/diseases/4227/index"		"3p22.2"	"sodium voltage-gated channel alpha subunit 5"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_198056"	"https://www.ncbi.nlm.nih.gov/gene/6331"	"SCN5A"	"Autosomal dominant, Not applicable"
"11005-OMIM:612126"	"https://rarediseases.info.nih.gov/diseases/10541/index"		"1p34.2"	"solute carrier family 2 member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006516"	"https://www.ncbi.nlm.nih.gov/gene/6513"	"SLC2A1"	"Autosomal dominant, Not applicable"
